key,arabic,english,french,ar_source,en_source,fr_source,translation_status,use_count,first_used_in
Template copied,تم نسخ القالب,Template copied,Modèle copié,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Viewer.cshtml
Templates,نماذج التقييم,Templates,Modèles,view,view,view,translated in all three,1,CrossBuy/Views/Admin/Appraisals.cshtml
Terminal,جهاز,Terminal,Terminal,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
Terminal drawer,خزنة الجهاز (الدرج),Terminal drawer,Tiroir du terminal,view,view,view,translated in all three,1,CrossBuy/Views/Pos/Terminals.cshtml
Terminate & post settlement,Terminate & post settlement,Terminate & post settlement,Terminate & post settlement,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Admin/FinalSettlement.cshtml
Terminated,منتهٍ بالإنهاء,Terminated,Résilié,view,view,view,translated in all three,1,CrossBuy/Views/Admin/HrDocuments.cshtml
Termination & final settlement,Termination & final settlement,Termination & final settlement,Termination & final settlement,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Admin/FinalSettlement.cshtml
Termination date,تاريخ إنهاء الخدمة,Termination date,Date de cessation,view,view,view,translated in all three,1,CrossBuy/Views/Admin/FinalSettlement.cshtml
Terms & Conditions,Terms & Conditions,Terms & Conditions,Terms & Conditions,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Shared/_mainLayout.cshtml
Terms of Service,شروط الخدمة,Terms of Service,Conditions d'utilisation,view,view,view,translated in all three,1,CrossBuy/Views/Shared/_mainLayout.cshtml
Text,نص,Text,Texte,view,view,view,translated in all three,1,CrossBuy/Views/Crm/CustomFields.cshtml
Thank you,شكرًا لزيارتكم,Thank you,Merci,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
That branch does not belong to this company.,هذا الفرع لا ينتمي لهذه الشركة.,That branch does not belong to this company.,Cette succursale n'appartient pas à cette société.,view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
That date falls outside the roster period.,هذا التاريخ خارج فترة الجدولة.,That date falls outside the roster period.,Cette date se situe hors de la période de planning.,view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
That shift does not belong to this company.,هذه المناوبة لا تنتمي لهذه الشركة.,That shift does not belong to this company.,Ce poste n'appartient pas à cette société.,view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
That shift is no longer active.,هذه المناوبة لم تعد نشطة.,That shift is no longer active.,Ce poste n'est plus actif.,view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
The CRM data could not be read. Every other CRM screen is unaffected.,تعذّرت قراءة بيانات CRM. جميع شاشات CRM الأخرى غير متأثرة.,The CRM data could not be read. Every other CRM screen is unaffected.,Les données CRM n'ont pas pu être lues. Tous les autres écrans CRM sont intacts.,view,view,view,translated in all three,2,CrossBuy/Views/Crm/AccountInsights.cshtml
The account is settled,الحساب مسدَّد,The account is settled,Le compte est soldé,view,view,view,translated in all three,2,CrossBuy/Views/Accounting/CustomerStatement.cshtml
The action could not be completed.,تعذّر إتمام الإجراء.,The action could not be completed.,L'action n'a pas pu être effectuée.,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Viewer.cshtml
The analysis service replied with a result that could not be read. Nothing has been changed.,ردّت خدمة التحليل بنتيجة تعذّرت قراءتها. لم يتم تغيير أي شيء.,The analysis service replied with a result that could not be read. Nothing has been changed.,Le service d'analyse a renvoyé un résultat illisible. Rien n'a été modifié.,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/RiskInsights.cshtml
"The assignment is kept and marked cancelled, and the change is recorded against it.",يُحتفظ بالإسناد ويُعلَّم كملغى، ويُسجَّل التغيير عليه.,"The assignment is kept and marked cancelled, and the change is recorded against it.","L'affectation est conservée et marquée annulée, et la modification y est consignée.",view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
The balance sheet is balanced,قائمة المركز المالي متوازنة,The balance sheet is balanced,Le bilan est équilibré,shared,shared,shared,translated in all three,1,CrossBuy/Views/Accounting/BalanceSheet.cshtml
The balance sheet is not balanced,قائمة المركز المالي غير متوازنة,The balance sheet is not balanced,Le bilan n'est pas équilibré,shared,shared,shared,translated in all three,1,CrossBuy/Views/Accounting/BalanceSheet.cshtml
The best Organic,The best Organic,The best Organic,The best Organic,fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Home/Store.cshtml
The cashier deducts stock from here later.,الكاشير يخصم المخزون منه لاحقًا.,The cashier deducts stock from here later.,Le caissier y déduira le stock ultérieurement.,view,view,view,translated in all three,1,CrossBuy/Views/Pos/Setup.cshtml
The checklist applied to every job application — mandatory vs optional.,قائمة التحقق المطبَّقة على كل طلب توظيف — إلزامي مقابل اختياري.,The checklist applied to every job application — mandatory vs optional.,La liste de contrôle appliquée à chaque candidature — obligatoire ou facultatif.,view,view,view,translated in all three,1,CrossBuy/Views/Admin/RequiredDocTypesList.cshtml
The conversation could not be loaded,تعذّر تحميل المحادثة,The conversation could not be loaded,Impossible de charger la conversation,view,fallback-to-key,view,english falls back to key text,1,CrossBuy/Views/Shared/_EntityConversation.cshtml
The current unpaid order will be discarded. Start new?,الطلب الحالي غير مدفوع — سيُلغى وتبدأ طلبًا جديدًا. متأكد؟,The current unpaid order will be discarded. Start new?,La commande impayée en cours sera annulée. Commencer une nouvelle ?,view,view,view,translated in all three,1,CrossBuy/Views/PosApp/Terminal.cshtml
The entry is not balanced,القيد غير متوازن,The entry is not balanced,L'écriture n'est pas équilibrée,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/CreateJournal.cshtml
The export could not be produced.,تعذّر إنتاج ملف التصدير.,The export could not be produced.,L'export n'a pas pu être produit.,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Viewer.cshtml
The functional currency is the currency of the books and financial statements. Set it now — it locks automatically after the first transaction.,العملة الوظيفية هي عملة الدفاتر والقوائم المالية. حدّدها الآن — ستُقفل تلقائيًا بعد أول معاملة.,The functional currency is the currency of the books and financial statements. Set it now — it locks automatically after the first transaction.,La devise fonctionnelle est la devise des livres comptables et des états financiers. Définissez-la maintenant — elle se verrouille automatiquement après la première transaction.,view,view,view,translated in all three,1,CrossBuy/Views/Currency/Setup.cshtml
"The invoice clears GRNI at the received value (Dr GRNI / Cr AP), with no second stock movement. Price/tax variance is not supported — an amount different from the received value is rejected.",تُقفِل الفاتورة حساب GRNI بقيمة المستلَم (من ح/ GRNI إلى ح/ الموردين) دون حركة مخزون ثانية. فرق السعر/الضريبة غير مدعوم — أيّ مبلغ يختلف عن قيمة المستلَم يُرفَض.,"The invoice clears GRNI at the received value (Dr GRNI / Cr AP), with no second stock movement. Price/tax variance is not supported — an amount different from the received value is rejected.","The invoice clears GRNI at the received value (Dr GRNI / Cr AP), with no second stock movement. Price/tax variance is not supported — an amount different from the received value is rejected.",view,fallback-to-key,fallback-to-key,english falls back to key text,1,CrossBuy/Views/Accounting/MatchReceipts.cshtml
The on-premises analysis service did not respond. Every other inventory screen is unaffected.,لم تستجب خدمة التحليل الداخلية. جميع شاشات المخزون الأخرى غير متأثرة.,The on-premises analysis service did not respond. Every other inventory screen is unaffected.,Le service d'analyse sur site n'a pas répondu. Tous les autres écrans de stock sont intacts.,view,view,view,translated in all three,1,CrossBuy/Views/Inventory/RiskInsights.cshtml
The on-premises analysis service did not return a result. Existing accounting and inventory screens are unaffected.,لم تُرجع خدمة التحليل الداخلية أي نتيجة. شاشات المحاسبة والمخزون الحالية غير متأثرة.,The on-premises analysis service did not return a result. Existing accounting and inventory screens are unaffected.,Le service d'analyse sur site n'a retourné aucun résultat. Les écrans de comptabilité et de stock ne sont pas affectés.,view,view,view,translated in all three,1,CrossBuy/Views/Accounting/AiInsights.cshtml
"The order and figures below are a sample for display only — no selling, payment, or stock movement. Cashier operation is a later phase.",الطلب والأرقام أدناه نموذجية للعرض فقط — لا بيع أو دفع أو خصم مخزون. تشغيل الكاشير مرحلة لاحقة.,"The order and figures below are a sample for display only — no selling, payment, or stock movement. Cashier operation is a later phase.","La commande et les chiffres ci-dessous sont un exemple à titre d'affichage uniquement — aucune vente, paiement ni mouvement de stock. L'exploitation par le caissier est une phase ultérieure.",view,view,view,translated in all three,1,CrossBuy/Views/Pos/Preview.cshtml
The period achieved a net profit,الفترة حققت صافي ربح,The period achieved a net profit,La période a réalisé un bénéfice net,shared,shared,shared,translated in all three,1,CrossBuy/Views/Accounting/IncomeStatement.cshtml
The period incurred a net loss,الفترة حققت صافي خسارة,The period incurred a net loss,La période a subi une perte nette,shared,shared,shared,translated in all three,1,CrossBuy/Views/Accounting/IncomeStatement.cshtml
The period must end on or after it starts.,يجب أن تنتهي الفترة في تاريخ بدايتها أو بعده.,The period must end on or after it starts.,La période doit se terminer à sa date de début ou après.,view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
The reaction could not be saved,تعذّر حفظ التفاعل,The reaction could not be saved,La réaction n'a pas pu être enregistrée,view,fallback-to-key,view,english falls back to key text,1,CrossBuy/Views/Shared/_EntityConversation.cshtml
"The return reverses revenue & VAT, reduces the customer's receivable, and returns goods to stock at cost.","The return reverses revenue & VAT, reduces the customer's receivable, and returns goods to stock at cost.","The return reverses revenue & VAT, reduces the customer's receivable, and returns goods to stock at cost.","The return reverses revenue & VAT, reduces the customer's receivable, and returns goods to stock at cost.",fallback-to-key,fallback-to-key,fallback-to-key,MISSING arabic — key shown to user,1,CrossBuy/Views/Accounting/NewSalesReturn.cshtml
The review could not be completed. Nothing has been changed.,تعذّر إكمال المراجعة. لم يتم تغيير أي شيء.,The review could not be completed. Nothing has been changed.,La revue n'a pas pu être effectuée. Rien n'a été modifié.,view,view,view,translated in all three,2,CrossBuy/Views/Crm/AccountInsights.cshtml
"The row limit was reached, so rows are missing. Narrow the date range or add a filter.",تم بلوغ الحد الأقصى للصفوف، لذا هناك صفوف مفقودة. ضيّق النطاق الزمني أو أضف عامل تصفية.,"The row limit was reached, so rows are missing. Narrow the date range or add a filter.",La limite de lignes a été atteinte : des lignes manquent. Réduisez la période ou ajoutez un filtre.,view,view,view,translated in all three,1,CrossBuy/Views/Reports/Viewer.cshtml
The shift times are invalid,أوقات المناوبة غير صالحة,The shift times are invalid,Les horaires du poste sont invalides,view,view,view,translated in all three,1,CrossBuy/Views/Roster/Index.cshtml
The stored file is no longer available.,الملف المخزَّن لم يعد متاحًا.,The stored file is no longer available.,Le fichier stocké n'est plus disponible.,view,view,view,translated in all three,2,CrossBuy/Views/Reports/Index.cshtml
The trial balance is balanced,الميزان متوازن,The trial balance is balanced,La balance est équilibrée,shared,shared,shared,translated in all three,1,CrossBuy/Views/Accounting/TrialBalance.cshtml
The trial balance is not balanced,الميزان غير متوازن,The trial balance is not balanced,La balance n'est pas équilibrée,shared,shared,shared,translated in all three,1,CrossBuy/Views/Accounting/TrialBalance.cshtml
